id_annee;id_region;id_age;id_sexe;population
2004;35               ;85 ans et plus;F;206
2004;29               ;moins de 5 ans;M;107162
2004;29               ;moins de 5 ans;F;102877
2004;29               ;5 à 9 ans     ;M;110811
2004;29               ;5 à 9 ans     ;F;107095
2004;29               ;10 à 14 ans   ;M;117334
2004;29               ;10 à 14 ans   ;F;112308
2004;29               ;15 à 19 ans   ;M;108015
2004;29               ;15 à 19 ans   ;F;105986
2004;29               ;20 à 24 ans   ;M;94783
2004;29               ;20 à 24 ans   ;F;96039
2004;29               ;25 à 34 ans   ;M;144121
2004;29               ;25 à 34 ans   ;F;145492
2004;29               ;35 à 44 ans   ;M;112339
2004;29               ;35 à 44 ans   ;F;117351
2004;29               ;45 à 54 ans   ;M;93631
2004;29               ;45 à 54 ans   ;F;85182
2004;29               ;55 à 64 ans   ;M;47330
2004;29               ;55 à 64 ans   ;F;51180
2004;29               ;65 à 74 ans   ;M;33776
2004;29               ;65 à 74 ans   ;F;38167
2004;29               ;75 à 84 ans   ;M;16201
2004;29               ;75 à 84 ans   ;F;17340
2004;29               ;85 ans et plus;M;6481
2004;29               ;85 ans et plus;F;7188
2004;20               ;moins de 5 ans;M;129829
2004;20               ;moins de 5 ans;F;124934
2004;20               ;5 à 9 ans     ;M;134678
2004;20               ;5 à 9 ans     ;F;131901
2004;20               ;10 à 14 ans   ;M;148436
2004;20               ;10 à 14 ans   ;F;143265
2004;20               ;15 à 19 ans   ;M;142186
2004;20               ;15 à 19 ans   ;F;141713
2004;20               ;20 à 24 ans   ;M;126496
2004;20               ;20 à 24 ans   ;F;127898
2004;20               ;25 à 34 ans   ;M;185051
2004;20               ;25 à 34 ans   ;F;190856
2004;20               ;35 à 44 ans   ;M;142646
2004;20               ;35 à 44 ans   ;F;148414
2004;20               ;45 à 54 ans   ;M;103128
2004;20               ;45 à 54 ans   ;F;94294
2004;20               ;55 à 64 ans   ;M;55769
2004;20               ;55 à 64 ans   ;F;60904
2004;20               ;65 à 74 ans   ;M;42052
2004;20               ;65 à 74 ans   ;F;40967
2004;20               ;75 à 84 ans   ;M;15951
2004;20               ;75 à 84 ans   ;F;15133
2004;20               ;85 ans et plus;M;7338
2004;20               ;85 ans et plus;F;6381
2004;28               ;moins de 5 ans;M;157647
2004;28               ;moins de 5 ans;F;151922
2004;28               ;5 à 9 ans     ;M;153494
2004;28               ;5 à 9 ans     ;F;149696
2004;28               ;10 à 14 ans   ;M;161394
2004;28               ;10 à 14 ans   ;F;160303
2004;28               ;15 à 19 ans   ;M;165517
2004;28               ;15 à 19 ans   ;F;166926
2004;28               ;20 à 24 ans   ;M;178071
2004;28               ;20 à 24 ans   ;F;182250
2004;28               ;25 à 34 ans   ;M;313604
2004;28               ;25 à 34 ans   ;F;330402
2004;28               ;35 à 44 ans   ;M;263351
2004;28               ;35 à 44 ans   ;F;284957
2004;28               ;45 à 54 ans   ;M;205390
2004;28               ;45 à 54 ans   ;F;198620
2004;28               ;55 à 64 ans   ;M;95467
2004;28               ;55 à 64 ans   ;F;103464
2004;28               ;65 à 74 ans   ;M;55447
2004;28               ;65 à 74 ans   ;F;68018
2004;28               ;75 à 84 ans   ;M;24482
2004;28               ;75 à 84 ans   ;F;27307
2004;28               ;85 ans et plus;M;8391
2004;28               ;85 ans et plus;F;9783
2004;24               ;moins de 5 ans;M;101183
2004;24               ;moins de 5 ans;F;98178
2004;24               ;5 à 9 ans     ;M;107542
2004;24               ;5 à 9 ans     ;F;103682
2004;24               ;10 à 14 ans   ;M;119479
2004;24               ;10 à 14 ans   ;F;115126
2004;24               ;15 à 19 ans   ;M;113289
2004;24               ;15 à 19 ans   ;F;112830
2004;24               ;20 à 24 ans   ;M;101457
2004;24               ;20 à 24 ans   ;F;110251
2004;24               ;25 à 34 ans   ;M;160276
2004;24               ;25 à 34 ans   ;F;178178
2004;24               ;35 à 44 ans   ;M;128221
2004;24               ;35 à 44 ans   ;F;143849
2004;24               ;45 à 54 ans   ;M;96588
2004;24               ;45 à 54 ans   ;F;97449
2004;24               ;55 à 64 ans   ;M;53482
2004;24               ;55 à 64 ans   ;F;60753
2004;24               ;65 à 74 ans   ;M;39624
2004;24               ;65 à 74 ans   ;F;39972
2004;24               ;75 à 84 ans   ;M;16114
2004;24               ;75 à 84 ans   ;F;15229
2004;24               ;85 ans et plus;M;6504
2004;24               ;85 ans et plus;F;6352
2004;31               ;moins de 5 ans;M;75995
2004;31               ;moins de 5 ans;F;72624
2004;31               ;5 à 9 ans     ;M;81478
2004;31               ;5 à 9 ans     ;F;78744
2004;31               ;10 à 14 ans   ;M;86184
2004;31               ;10 à 14 ans   ;F;82853
2004;31               ;15 à 19 ans   ;M;77118
2004;31               ;15 à 19 ans   ;F;78957
2004;31               ;20 à 24 ans   ;M;64266
2004;31               ;20 à 24 ans   ;F;74782
2004;31               ;25 à 34 ans   ;M;95965
2004;31               ;25 à 34 ans   ;F;120009
2004;31               ;35 à 44 ans   ;M;77459
2004;31               ;35 à 44 ans   ;F;93044
2004;31               ;45 à 54 ans   ;M;65744
2004;31               ;45 à 54 ans   ;F;63698
2004;31               ;55 à 64 ans   ;M;36073
2004;31               ;55 à 64 ans   ;F;38505
2004;31               ;65 à 74 ans   ;M;25247
2004;31               ;65 à 74 ans   ;F;26724
2004;31               ;75 à 84 ans   ;M;11461
2004;31               ;75 à 84 ans   ;F;11528
2004;31               ;85 ans et plus;M;4809
2004;31               ;85 ans et plus;F;4888
2004;30               ;moins de 5 ans;M;163815
2004;30               ;moins de 5 ans;F;158615
2004;30               ;5 à 9 ans     ;M;175299
2004;30               ;5 à 9 ans     ;F;168880
2004;30               ;10 à 14 ans   ;M;180603
2004;30               ;10 à 14 ans   ;F;174385
2004;30               ;15 à 19 ans   ;M;153028
2004;30               ;15 à 19 ans   ;F;160602
2004;30               ;20 à 24 ans   ;M;138001
2004;30               ;20 à 24 ans   ;F;150947
2004;30               ;25 à 34 ans   ;M;230555
2004;30               ;25 à 34 ans   ;F;244723
2004;30               ;35 à 44 ans   ;M;179919
2004;30               ;35 à 44 ans   ;F;189813
2004;30               ;45 à 54 ans   ;M;145772
2004;30               ;45 à 54 ans   ;F;135927
2004;30               ;55 à 64 ans   ;M;77191
2004;30               ;55 à 64 ans   ;F;82529
2004;30               ;65 à 74 ans   ;M;52473
2004;30               ;65 à 74 ans   ;F;55643
2004;30               ;75 à 84 ans   ;M;25977
2004;30               ;75 à 84 ans   ;F;23627
2004;30               ;85 ans et plus;M;10493
2004;30               ;85 ans et plus;F;9521
2004;23               ;moins de 5 ans;M;75784
2004;23               ;moins de 5 ans;F;73587
2004;23               ;5 à 9 ans     ;M;78263
2004;23               ;5 à 9 ans     ;F;76387
2004;23               ;10 à 14 ans   ;M;89726
2004;23               ;10 à 14 ans   ;F;86286
2004;23               ;15 à 19 ans   ;M;87747
2004;23               ;15 à 19 ans   ;F;87476
2004;23               ;20 à 24 ans   ;M;78916
2004;23               ;20 à 24 ans   ;F;84065
2004;23               ;25 à 34 ans   ;M;116113
2004;23               ;25 à 34 ans   ;F;128497
2004;23               ;35 à 44 ans   ;M;92715
2004;23               ;35 à 44 ans   ;F;105888
2004;23               ;45 à 54 ans   ;M;74347
2004;23               ;45 à 54 ans   ;F;71114
2004;23               ;55 à 64 ans   ;M;36750
2004;23               ;55 à 64 ans   ;F;40694
2004;23               ;65 à 74 ans   ;M;25891
2004;23               ;65 à 74 ans   ;F;27425
2004;23               ;75 à 84 ans   ;M;10731
2004;23               ;75 à 84 ans   ;F;10473
2004;23               ;85 ans et plus;M;4693
2004;23               ;85 ans et plus;F;4278
