Zone,Milieu,Sexe,Titre de l'indicateur,Valeur de l'indicateur
Marrakech-Safi,Urbain,Féminin,Part de la population de 60 ans et plus (%),14.1
Marrakech-Safi,Urbain,Ensemble,Part de la population de 60 ans et plus (%),14.0
Marrakech-Safi,Urbain,Masculin,Part de la population de 60 ans et plus (%),14.0
Marrakech-Safi,Ensemble,Féminin,Part de la population de 60 ans et plus (%),13.8
Marrakech-Safi,Ensemble,Ensemble,Part de la population de 60 ans et plus (%),13.6
Marrakech-Safi,Rural,Féminin,Part de la population de 60 ans et plus (%),13.5
Marrakech-Safi,Ensemble,Masculin,Part de la population de 60 ans et plus (%),13.4
Marrakech-Safi,Rural,Ensemble,Part de la population de 60 ans et plus (%),13.2
Marrakech-Safi,Rural,Masculin,Part de la population de 60 ans et plus (%),12.9
Marrakech-Safi,Rural,Féminin,Part des veuf.ve.s parmi les 15 ans et plus (%),10.1
Marrakech-Safi,Ensemble,Féminin,Part des veuf.ve.s parmi les 15 ans et plus (%),9.9
Marrakech-Safi,Urbain,Féminin,Part des veuf.ve.s parmi les 15 ans et plus (%),9.7
Marrakech-Safi,Urbain,Féminin,Part des divorcé.e.s parmi les 15 ans et plus (%),5.6
Marrakech-Safi,Urbain,Ensemble,Part des veuf.ve.s parmi les 15 ans et plus (%),5.5
Marrakech-Safi,Rural,Ensemble,Part des veuf.ve.s parmi les 15 ans et plus (%),5.4
Marrakech-Safi,Ensemble,Ensemble,Part des veuf.ve.s parmi les 15 ans et plus (%),5.4
Marrakech-Safi,Urbain,Ensemble,Part des divorcé.e.s parmi les 15 ans et plus (%),4.0
Marrakech-Safi,Ensemble,Féminin,Part des divorcé.e.s parmi les 15 ans et plus (%),4.0
Marrakech-Safi,Rural,Féminin,Descendance finale des femmes,3.7
Marrakech-Safi,Rural,Ensemble,Descendance finale des femmes,3.7
Marrakech-Safi,Ensemble,Féminin,Descendance finale des femmes,3.1
Marrakech-Safi,Ensemble,Ensemble,Descendance finale des femmes,3.1
Marrakech-Safi,Ensemble,Ensemble,Part des divorcé.e.s parmi les 15 ans et plus (%),2.8
Marrakech-Safi,Urbain,Ensemble,Descendance finale des femmes,2.6
Marrakech-Safi,Urbain,Féminin,Descendance finale des femmes,2.6
Marrakech-Safi,Rural,Féminin,Part des divorcé.e.s parmi les 15 ans et plus (%),2.5
Marrakech-Safi,Rural,Féminin,Indicateur conjoncturel de fécondité,2.48
Marrakech-Safi,Rural,Ensemble,Indicateur conjoncturel de fécondité,2.48
Marrakech-Safi,Urbain,Masculin,Part des divorcé.e.s parmi les 15 ans et plus (%),2.2
Marrakech-Safi,Ensemble,Ensemble,Indicateur conjoncturel de fécondité,2.13
Marrakech-Safi,Ensemble,Féminin,Indicateur conjoncturel de fécondité,2.13
Marrakech-Safi,Rural,Ensemble,Part des divorcé.e.s parmi les 15 ans et plus (%),1.8
Marrakech-Safi,Urbain,Ensemble,Indicateur conjoncturel de fécondité,1.78
Marrakech-Safi,Urbain,Féminin,Indicateur conjoncturel de fécondité,1.78
Marrakech-Safi,Ensemble,Masculin,Part des divorcé.e.s parmi les 15 ans et plus (%),1.7
Marrakech-Safi,Rural,Masculin,Part des divorcé.e.s parmi les 15 ans et plus (%),1.2
Marrakech-Safi,Urbain,Masculin,Part des veuf.ve.s parmi les 15 ans et plus (%),1.0
Marrakech-Safi,Ensemble,Masculin,Part des veuf.ve.s parmi les 15 ans et plus (%),0.9
Marrakech-Safi,Rural,Masculin,Part des veuf.ve.s parmi les 15 ans et plus (%),0.9
