Zone,Milieu,Sexe,Titre de l'indicateur,Valeur de l'indicateur
Drâa-Tafilalet,Ensemble,Ensemble,Part des divorcé.e.s parmi les 15 ans et plus (%),3.1
Drâa-Tafilalet,Urbain,Féminin,Descendance finale des femmes,3.0
Drâa-Tafilalet,Urbain,Ensemble,Descendance finale des femmes,3.0
Drâa-Tafilalet,Rural,Ensemble,Part des divorcé.e.s parmi les 15 ans et plus (%),2.8
Drâa-Tafilalet,Rural,Féminin,Indicateur conjoncturel de fécondité,2.52
Drâa-Tafilalet,Rural,Ensemble,Indicateur conjoncturel de fécondité,2.52
Drâa-Tafilalet,Ensemble,Ensemble,Indicateur conjoncturel de fécondité,2.35
Drâa-Tafilalet,Ensemble,Féminin,Indicateur conjoncturel de fécondité,2.35
Drâa-Tafilalet,Urbain,Ensemble,Indicateur conjoncturel de fécondité,2.07
Drâa-Tafilalet,Urbain,Féminin,Indicateur conjoncturel de fécondité,2.07
Drâa-Tafilalet,Urbain,Masculin,Part des divorcé.e.s parmi les 15 ans et plus (%),1.6
Drâa-Tafilalet,Ensemble,Masculin,Part des divorcé.e.s parmi les 15 ans et plus (%),1.3
Drâa-Tafilalet,Rural,Masculin,Part des divorcé.e.s parmi les 15 ans et plus (%),1.1
Drâa-Tafilalet,Rural,Masculin,Part des veuf.ve.s parmi les 15 ans et plus (%),0.8
Drâa-Tafilalet,Ensemble,Masculin,Part des veuf.ve.s parmi les 15 ans et plus (%),0.7
Drâa-Tafilalet,Urbain,Masculin,Part des veuf.ve.s parmi les 15 ans et plus (%),0.6
