Zone,Milieu,Sexe,Titre de l'indicateur,Valeur de l'indicateur
Laâyoune-Sakia El Hamra,Rural,Féminin,Âge moyen singulier au mariage,26.4
Laâyoune-Sakia El Hamra,Rural,Féminin,Part des célibataires parmi les 15 ans et plus (%),26.2
Laâyoune-Sakia El Hamra,Ensemble,Féminin,Âge moyen singulier au mariage,25.9
Laâyoune-Sakia El Hamra,Urbain,Féminin,Âge moyen singulier au mariage,25.9
Laâyoune-Sakia El Hamra,Rural,Féminin,Part de la population de moins de 15 ans (%),24.8
Laâyoune-Sakia El Hamra,Rural,Ensemble,Part de la population de moins de 15 ans (%),22.1
Laâyoune-Sakia El Hamra,Rural,Masculin,Part de la population de moins de 15 ans (%),20.2
Laâyoune-Sakia El Hamra,Rural,Féminin,Part de la population de 60 ans et plus (%),15.4
Laâyoune-Sakia El Hamra,Rural,Ensemble,Part de la population de 60 ans et plus (%),14.6
Laâyoune-Sakia El Hamra,Rural,Masculin,Part de la population de 60 ans et plus (%),14.0
Laâyoune-Sakia El Hamra,Rural,Féminin,Part des veuf.ve.s parmi les 15 ans et plus (%),10.1
Laâyoune-Sakia El Hamra,Ensemble,Masculin,Part de la population de 60 ans et plus (%),9.0
Laâyoune-Sakia El Hamra,Urbain,Masculin,Part de la population de 60 ans et plus (%),8.8
Laâyoune-Sakia El Hamra,Ensemble,Ensemble,Part de la population de 60 ans et plus (%),8.6
Laâyoune-Sakia El Hamra,Urbain,Ensemble,Part de la population de 60 ans et plus (%),8.5
Laâyoune-Sakia El Hamra,Ensemble,Féminin,Part de la population de 60 ans et plus (%),8.2
Laâyoune-Sakia El Hamra,Urbain,Féminin,Part de la population de 60 ans et plus (%),8.1
Laâyoune-Sakia El Hamra,Ensemble,Féminin,Part des divorcé.e.s parmi les 15 ans et plus (%),6.7
Laâyoune-Sakia El Hamra,Urbain,Féminin,Part des divorcé.e.s parmi les 15 ans et plus (%),6.7
Laâyoune-Sakia El Hamra,Ensemble,Féminin,Part des veuf.ve.s parmi les 15 ans et plus (%),6.4
Laâyoune-Sakia El Hamra,Urbain,Féminin,Part des veuf.ve.s parmi les 15 ans et plus (%),6.4
Laâyoune-Sakia El Hamra,Rural,Féminin,Part des divorcé.e.s parmi les 15 ans et plus (%),5.4
Laâyoune-Sakia El Hamra,Rural,Ensemble,Part des veuf.ve.s parmi les 15 ans et plus (%),4.5
Laâyoune-Sakia El Hamra,Urbain,Ensemble,Part des divorcé.e.s parmi les 15 ans et plus (%),4.4
Laâyoune-Sakia El Hamra,Ensemble,Ensemble,Part des divorcé.e.s parmi les 15 ans et plus (%),4.4
Laâyoune-Sakia El Hamra,Rural,Ensemble,Part des divorcé.e.s parmi les 15 ans et plus (%),4.3
Laâyoune-Sakia El Hamra,Rural,Masculin,Part des divorcé.e.s parmi les 15 ans et plus (%),3.6
Laâyoune-Sakia El Hamra,Urbain,Ensemble,Part des veuf.ve.s parmi les 15 ans et plus (%),3.4
Laâyoune-Sakia El Hamra,Ensemble,Ensemble,Part des veuf.ve.s parmi les 15 ans et plus (%),3.4
Laâyoune-Sakia El Hamra,Urbain,Ensemble,Descendance finale des femmes,2.9
Laâyoune-Sakia El Hamra,Urbain,Féminin,Descendance finale des femmes,2.9
Laâyoune-Sakia El Hamra,Ensemble,Féminin,Descendance finale des femmes,2.9
Laâyoune-Sakia El Hamra,Ensemble,Ensemble,Descendance finale des femmes,2.9
Laâyoune-Sakia El Hamra,Rural,Féminin,Descendance finale des femmes,2.5
Laâyoune-Sakia El Hamra,Rural,Ensemble,Descendance finale des femmes,2.5
Laâyoune-Sakia El Hamra,Ensemble,Masculin,Part des divorcé.e.s parmi les 15 ans et plus (%),2.2
Laâyoune-Sakia El Hamra,Urbain,Masculin,Part des divorcé.e.s parmi les 15 ans et plus (%),2.2
Laâyoune-Sakia El Hamra,Rural,Ensemble,Indicateur conjoncturel de fécondité,2.19
Laâyoune-Sakia El Hamra,Rural,Féminin,Indicateur conjoncturel de fécondité,2.19
Laâyoune-Sakia El Hamra,Urbain,Féminin,Indicateur conjoncturel de fécondité,2.17
Laâyoune-Sakia El Hamra,Ensemble,Ensemble,Indicateur conjoncturel de fécondité,2.17
Laâyoune-Sakia El Hamra,Urbain,Ensemble,Indicateur conjoncturel de fécondité,2.17
Laâyoune-Sakia El Hamra,Ensemble,Féminin,Indicateur conjoncturel de fécondité,2.17
Laâyoune-Sakia El Hamra,Rural,Masculin,Part des veuf.ve.s parmi les 15 ans et plus (%),0.7
Laâyoune-Sakia El Hamra,Ensemble,Masculin,Part des veuf.ve.s parmi les 15 ans et plus (%),0.5
Laâyoune-Sakia El Hamra,Urbain,Masculin,Part des veuf.ve.s parmi les 15 ans et plus (%),0.5
