Zone,Milieu,Sexe,Titre de l'indicateur,Valeur de l'indicateur
Tanger-Tétouan-Al Hoceima,Rural,Féminin,Part des célibataires parmi les 15 ans et plus (%),27.8
Tanger-Tétouan-Al Hoceima,Ensemble,Masculin,Part de la population de moins de 15 ans (%),27.6
Tanger-Tétouan-Al Hoceima,Ensemble,Ensemble,Part de la population de moins de 15 ans (%),27.1
Tanger-Tétouan-Al Hoceima,Urbain,Masculin,Part de la population de moins de 15 ans (%),26.8
Tanger-Tétouan-Al Hoceima,Ensemble,Féminin,Part de la population de moins de 15 ans (%),26.6
Tanger-Tétouan-Al Hoceima,Urbain,Ensemble,Part de la population de moins de 15 ans (%),26.0
Tanger-Tétouan-Al Hoceima,Urbain,Féminin,Âge moyen singulier au mariage,25.7
Tanger-Tétouan-Al Hoceima,Ensemble,Féminin,Âge moyen singulier au mariage,25.3
Tanger-Tétouan-Al Hoceima,Urbain,Féminin,Part de la population de moins de 15 ans (%),25.3
Tanger-Tétouan-Al Hoceima,Rural,Féminin,Âge moyen singulier au mariage,24.6
Tanger-Tétouan-Al Hoceima,Rural,Féminin,Part de la population de 60 ans et plus (%),12.5
Tanger-Tétouan-Al Hoceima,Rural,Ensemble,Part de la population de 60 ans et plus (%),12.0
Tanger-Tétouan-Al Hoceima,Ensemble,Féminin,Part de la population de 60 ans et plus (%),12.0
Tanger-Tétouan-Al Hoceima,Ensemble,Ensemble,Part de la population de 60 ans et plus (%),11.8
Tanger-Tétouan-Al Hoceima,Urbain,Féminin,Part de la population de 60 ans et plus (%),11.8
Tanger-Tétouan-Al Hoceima,Urbain,Ensemble,Part de la population de 60 ans et plus (%),11.7
Tanger-Tétouan-Al Hoceima,Rural,Masculin,Part de la population de 60 ans et plus (%),11.5
Tanger-Tétouan-Al Hoceima,Ensemble,Masculin,Part de la population de 60 ans et plus (%),11.5
Tanger-Tétouan-Al Hoceima,Urbain,Masculin,Part de la population de 60 ans et plus (%),11.5
Tanger-Tétouan-Al Hoceima,Rural,Féminin,Part des veuf.ve.s parmi les 15 ans et plus (%),8.2
Tanger-Tétouan-Al Hoceima,Ensemble,Féminin,Part des veuf.ve.s parmi les 15 ans et plus (%),7.9
Tanger-Tétouan-Al Hoceima,Urbain,Féminin,Part des veuf.ve.s parmi les 15 ans et plus (%),7.8
Tanger-Tétouan-Al Hoceima,Urbain,Féminin,Part des divorcé.e.s parmi les 15 ans et plus (%),4.7
Tanger-Tétouan-Al Hoceima,Rural,Ensemble,Part des veuf.ve.s parmi les 15 ans et plus (%),4.4
Tanger-Tétouan-Al Hoceima,Ensemble,Ensemble,Part des veuf.ve.s parmi les 15 ans et plus (%),4.4
Tanger-Tétouan-Al Hoceima,Urbain,Ensemble,Part des veuf.ve.s parmi les 15 ans et plus (%),4.3
Tanger-Tétouan-Al Hoceima,Ensemble,Féminin,Part des divorcé.e.s parmi les 15 ans et plus (%),3.8
Tanger-Tétouan-Al Hoceima,Rural,Ensemble,Descendance finale des femmes,3.6
Tanger-Tétouan-Al Hoceima,Rural,Féminin,Descendance finale des femmes,3.6
Tanger-Tétouan-Al Hoceima,Urbain,Ensemble,Part des divorcé.e.s parmi les 15 ans et plus (%),3.4
Tanger-Tétouan-Al Hoceima,Ensemble,Ensemble,Descendance finale des femmes,2.9
Tanger-Tétouan-Al Hoceima,Ensemble,Féminin,Descendance finale des femmes,2.9
Tanger-Tétouan-Al Hoceima,Urbain,Féminin,Descendance finale des femmes,2.7
Tanger-Tétouan-Al Hoceima,Urbain,Ensemble,Descendance finale des femmes,2.7
Tanger-Tétouan-Al Hoceima,Ensemble,Ensemble,Part des divorcé.e.s parmi les 15 ans et plus (%),2.7
Tanger-Tétouan-Al Hoceima,Rural,Ensemble,Indicateur conjoncturel de fécondité,2.41
Tanger-Tétouan-Al Hoceima,Rural,Féminin,Indicateur conjoncturel de fécondité,2.41
Tanger-Tétouan-Al Hoceima,Ensemble,Féminin,Indicateur conjoncturel de fécondité,2.01
Tanger-Tétouan-Al Hoceima,Ensemble,Ensemble,Indicateur conjoncturel de fécondité,2.01
Tanger-Tétouan-Al Hoceima,Rural,Féminin,Part des divorcé.e.s parmi les 15 ans et plus (%),2.0
Tanger-Tétouan-Al Hoceima,Urbain,Masculin,Part des divorcé.e.s parmi les 15 ans et plus (%),2.0
Tanger-Tétouan-Al Hoceima,Urbain,Ensemble,Indicateur conjoncturel de fécondité,1.84
Tanger-Tétouan-Al Hoceima,Urbain,Féminin,Indicateur conjoncturel de fécondité,1.84
Tanger-Tétouan-Al Hoceima,Ensemble,Masculin,Part des divorcé.e.s parmi les 15 ans et plus (%),1.7
Tanger-Tétouan-Al Hoceima,Rural,Ensemble,Part des divorcé.e.s parmi les 15 ans et plus (%),1.5
Tanger-Tétouan-Al Hoceima,Rural,Masculin,Part des divorcé.e.s parmi les 15 ans et plus (%),1.1
Tanger-Tétouan-Al Hoceima,Rural,Masculin,Part des veuf.ve.s parmi les 15 ans et plus (%),0.9
Tanger-Tétouan-Al Hoceima,Ensemble,Masculin,Part des veuf.ve.s parmi les 15 ans et plus (%),0.9
Tanger-Tétouan-Al Hoceima,Urbain,Masculin,Part des veuf.ve.s parmi les 15 ans et plus (%),0.8
