Zone,Milieu,Sexe,Titre de l'indicateur,Valeur de l'indicateur
Souss-Massa,Urbain,Masculin,Part de la population de moins de 15 ans (%),26.6
Souss-Massa,Rural,Ensemble,Part de la population de moins de 15 ans (%),26.4
Souss-Massa,Urbain,Féminin,Âge moyen singulier au mariage,26.0
Souss-Massa,Ensemble,Ensemble,Part de la population de moins de 15 ans (%),26.0
Souss-Massa,Urbain,Ensemble,Part de la population de moins de 15 ans (%),25.7
Souss-Massa,Ensemble,Féminin,Âge moyen singulier au mariage,25.6
Souss-Massa,Rural,Féminin,Part des célibataires parmi les 15 ans et plus (%),25.4
Souss-Massa,Rural,Féminin,Part de la population de moins de 15 ans (%),25.2
Souss-Massa,Rural,Féminin,Âge moyen singulier au mariage,25.0
Souss-Massa,Ensemble,Féminin,Part de la population de moins de 15 ans (%),24.9
Souss-Massa,Urbain,Féminin,Part de la population de moins de 15 ans (%),24.7
Souss-Massa,Rural,Féminin,Part de la population de 60 ans et plus (%),16.4
Souss-Massa,Rural,Ensemble,Part de la population de 60 ans et plus (%),15.9
Souss-Massa,Rural,Masculin,Part de la population de 60 ans et plus (%),15.4
Souss-Massa,Ensemble,Féminin,Part de la population de 60 ans et plus (%),13.4
Souss-Massa,Ensemble,Ensemble,Part de la population de 60 ans et plus (%),13.3
Souss-Massa,Ensemble,Masculin,Part de la population de 60 ans et plus (%),13.3
Souss-Massa,Urbain,Masculin,Part de la population de 60 ans et plus (%),11.9
Souss-Massa,Urbain,Ensemble,Part de la population de 60 ans et plus (%),11.6
Souss-Massa,Urbain,Féminin,Part de la population de 60 ans et plus (%),11.4
Souss-Massa,Rural,Féminin,Part des veuf.ve.s parmi les 15 ans et plus (%),10.8
Souss-Massa,Ensemble,Féminin,Part des veuf.ve.s parmi les 15 ans et plus (%),9.2
Souss-Massa,Urbain,Féminin,Part des veuf.ve.s parmi les 15 ans et plus (%),8.1
Souss-Massa,Rural,Ensemble,Part des veuf.ve.s parmi les 15 ans et plus (%),6.1
Souss-Massa,Urbain,Féminin,Part des divorcé.e.s parmi les 15 ans et plus (%),5.2
Souss-Massa,Ensemble,Ensemble,Part des veuf.ve.s parmi les 15 ans et plus (%),5.1
Souss-Massa,Urbain,Ensemble,Part des veuf.ve.s parmi les 15 ans et plus (%),4.5
Souss-Massa,Ensemble,Féminin,Part des divorcé.e.s parmi les 15 ans et plus (%),4.3
Souss-Massa,Urbain,Ensemble,Part des divorcé.e.s parmi les 15 ans et plus (%),3.5
Souss-Massa,Rural,Féminin,Part des divorcé.e.s parmi les 15 ans et plus (%),3.0
Souss-Massa,Ensemble,Ensemble,Part des divorcé.e.s parmi les 15 ans et plus (%),2.9
Souss-Massa,Rural,Ensemble,Descendance finale des femmes,2.9
Souss-Massa,Rural,Féminin,Descendance finale des femmes,2.9
Souss-Massa,Ensemble,Féminin,Descendance finale des femmes,2.8
Souss-Massa,Ensemble,Ensemble,Descendance finale des femmes,2.8
Souss-Massa,Urbain,Féminin,Descendance finale des femmes,2.7
Souss-Massa,Urbain,Ensemble,Descendance finale des femmes,2.7
Souss-Massa,Rural,Ensemble,Indicateur conjoncturel de fécondité,2.1
Souss-Massa,Rural,Ensemble,Part des divorcé.e.s parmi les 15 ans et plus (%),2.1
Souss-Massa,Rural,Féminin,Indicateur conjoncturel de fécondité,2.1
Souss-Massa,Ensemble,Ensemble,Indicateur conjoncturel de fécondité,1.86
Souss-Massa,Ensemble,Féminin,Indicateur conjoncturel de fécondité,1.86
Souss-Massa,Urbain,Masculin,Part des divorcé.e.s parmi les 15 ans et plus (%),1.8
Souss-Massa,Urbain,Féminin,Indicateur conjoncturel de fécondité,1.73
Souss-Massa,Urbain,Ensemble,Indicateur conjoncturel de fécondité,1.73
Souss-Massa,Ensemble,Masculin,Part des divorcé.e.s parmi les 15 ans et plus (%),1.5
Souss-Massa,Rural,Masculin,Part des divorcé.e.s parmi les 15 ans et plus (%),1.1
Souss-Massa,Rural,Masculin,Part des veuf.ve.s parmi les 15 ans et plus (%),1.0
Souss-Massa,Ensemble,Masculin,Part des veuf.ve.s parmi les 15 ans et plus (%),0.8
Souss-Massa,Urbain,Masculin,Part des veuf.ve.s parmi les 15 ans et plus (%),0.7
