Zone,Milieu,Sexe,Titre de l'indicateur,Valeur de l'indicateur
Dakhla-Oued Ed-Dahab,Urbain,Masculin,Part des célibataires parmi les 15 ans et plus (%),41.3
Dakhla-Oued Ed-Dahab,Ensemble,Ensemble,Part des célibataires parmi les 15 ans et plus (%),37.0
Dakhla-Oued Ed-Dahab,Urbain,Ensemble,Part des célibataires parmi les 15 ans et plus (%),35.1
Dakhla-Oued Ed-Dahab,Rural,Masculin,Âge moyen singulier au mariage,34.1
Dakhla-Oued Ed-Dahab,Rural,Ensemble,Âge moyen singulier au mariage,33.6
Dakhla-Oued Ed-Dahab,Ensemble,Masculin,Âge moyen singulier au mariage,32.2
Dakhla-Oued Ed-Dahab,Urbain,Masculin,Âge moyen singulier au mariage,31.7
Dakhla-Oued Ed-Dahab,Urbain,Féminin,Part de la population de moins de 15 ans (%),31.0
Dakhla-Oued Ed-Dahab,Ensemble,Féminin,Part de la population de moins de 15 ans (%),30.9
Dakhla-Oued Ed-Dahab,Rural,Féminin,Part des célibataires parmi les 15 ans et plus (%),29.6
Dakhla-Oued Ed-Dahab,Ensemble,Ensemble,Âge moyen singulier au mariage,29.0
Dakhla-Oued Ed-Dahab,Urbain,Ensemble,Part de la population de moins de 15 ans (%),28.5
Dakhla-Oued Ed-Dahab,Urbain,Ensemble,Âge moyen singulier au mariage,28.3
Dakhla-Oued Ed-Dahab,Rural,Féminin,Part de la population de moins de 15 ans (%),27.3
Dakhla-Oued Ed-Dahab,Ensemble,Féminin,Part des célibataires parmi les 15 ans et plus (%),27.1
Dakhla-Oued Ed-Dahab,Urbain,Féminin,Part des célibataires parmi les 15 ans et plus (%),27.0
Dakhla-Oued Ed-Dahab,Rural,Féminin,Âge moyen singulier au mariage,26.5
Dakhla-Oued Ed-Dahab,Urbain,Masculin,Part de la population de moins de 15 ans (%),26.5
Dakhla-Oued Ed-Dahab,Ensemble,Ensemble,Part de la population de moins de 15 ans (%),26.1
Dakhla-Oued Ed-Dahab,Ensemble,Féminin,Âge moyen singulier au mariage,24.2
Dakhla-Oued Ed-Dahab,Urbain,Féminin,Âge moyen singulier au mariage,24.1
Dakhla-Oued Ed-Dahab,Ensemble,Masculin,Part de la population de moins de 15 ans (%),22.8
Dakhla-Oued Ed-Dahab,Rural,Féminin,Part de la population de 60 ans et plus (%),8.5
Dakhla-Oued Ed-Dahab,Rural,Féminin,Part des divorcé.e.s parmi les 15 ans et plus (%),6.9
Dakhla-Oued Ed-Dahab,Ensemble,Féminin,Part des divorcé.e.s parmi les 15 ans et plus (%),6.8
Dakhla-Oued Ed-Dahab,Urbain,Féminin,Part des divorcé.e.s parmi les 15 ans et plus (%),6.8
Dakhla-Oued Ed-Dahab,Rural,Féminin,Part des veuf.ve.s parmi les 15 ans et plus (%),5.8
Dakhla-Oued Ed-Dahab,Urbain,Masculin,Part de la population de 60 ans et plus (%),5.4
Dakhla-Oued Ed-Dahab,Rural,Ensemble,Part de la population de moins de 15 ans (%),5.2
Dakhla-Oued Ed-Dahab,Urbain,Ensemble,Part de la population de 60 ans et plus (%),5.1
Dakhla-Oued Ed-Dahab,Ensemble,Masculin,Part de la population de 60 ans et plus (%),5.0
Dakhla-Oued Ed-Dahab,Urbain,Féminin,Part des veuf.ve.s parmi les 15 ans et plus (%),4.9
Dakhla-Oued Ed-Dahab,Ensemble,Ensemble,Part de la population de 60 ans et plus (%),4.9
Dakhla-Oued Ed-Dahab,Ensemble,Féminin,Part des veuf.ve.s parmi les 15 ans et plus (%),4.9
Dakhla-Oued Ed-Dahab,Ensemble,Féminin,Part de la population de 60 ans et plus (%),4.8
Dakhla-Oued Ed-Dahab,Urbain,Féminin,Part de la population de 60 ans et plus (%),4.7
Dakhla-Oued Ed-Dahab,Urbain,Ensemble,Part des divorcé.e.s parmi les 15 ans et plus (%),4.2
Dakhla-Oued Ed-Dahab,Ensemble,Ensemble,Part des divorcé.e.s parmi les 15 ans et plus (%),4.0
Dakhla-Oued Ed-Dahab,Rural,Ensemble,Part de la population de 60 ans et plus (%),3.4
Dakhla-Oued Ed-Dahab,Urbain,Féminin,Descendance finale des femmes,3.0
Dakhla-Oued Ed-Dahab,Urbain,Ensemble,Descendance finale des femmes,3.0
Dakhla-Oued Ed-Dahab,Ensemble,Féminin,Descendance finale des femmes,3.0
Dakhla-Oued Ed-Dahab,Ensemble,Ensemble,Descendance finale des femmes,3.0
Dakhla-Oued Ed-Dahab,Rural,Masculin,Part de la population de moins de 15 ans (%),2.9
Dakhla-Oued Ed-Dahab,Rural,Masculin,Part de la population de 60 ans et plus (%),2.9
Dakhla-Oued Ed-Dahab,Rural,Ensemble,Part des divorcé.e.s parmi les 15 ans et plus (%),2.8
Dakhla-Oued Ed-Dahab,Rural,Masculin,Part des divorcé.e.s parmi les 15 ans et plus (%),2.5
Dakhla-Oued Ed-Dahab,Ensemble,Masculin,Part des divorcé.e.s parmi les 15 ans et plus (%),2.3
Dakhla-Oued Ed-Dahab,Urbain,Ensemble,Part des veuf.ve.s parmi les 15 ans et plus (%),2.3
Dakhla-Oued Ed-Dahab,Urbain,Ensemble,Indicateur conjoncturel de fécondité,2.26
Dakhla-Oued Ed-Dahab,Urbain,Féminin,Indicateur conjoncturel de fécondité,2.26
Dakhla-Oued Ed-Dahab,Ensemble,Féminin,Indicateur conjoncturel de fécondité,2.25
Dakhla-Oued Ed-Dahab,Ensemble,Ensemble,Indicateur conjoncturel de fécondité,2.25
Dakhla-Oued Ed-Dahab,Urbain,Masculin,Part des divorcé.e.s parmi les 15 ans et plus (%),2.2
Dakhla-Oued Ed-Dahab,Ensemble,Ensemble,Part des veuf.ve.s parmi les 15 ans et plus (%),2.1
Dakhla-Oued Ed-Dahab,Rural,Ensemble,Indicateur conjoncturel de fécondité,1.9
Dakhla-Oued Ed-Dahab,Rural,Féminin,Indicateur conjoncturel de fécondité,1.9
Dakhla-Oued Ed-Dahab,Rural,Féminin,Descendance finale des femmes,1.8
Dakhla-Oued Ed-Dahab,Rural,Ensemble,Descendance finale des femmes,1.8
Dakhla-Oued Ed-Dahab,Rural,Ensemble,Part des veuf.ve.s parmi les 15 ans et plus (%),0.5
Dakhla-Oued Ed-Dahab,Ensemble,Masculin,Part des veuf.ve.s parmi les 15 ans et plus (%),0.3
Dakhla-Oued Ed-Dahab,Urbain,Masculin,Part des veuf.ve.s parmi les 15 ans et plus (%),0.3
Dakhla-Oued Ed-Dahab,Rural,Masculin,Part des veuf.ve.s parmi les 15 ans et plus (%),0.1
